time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-05-02T08:44:29.070Z,18.5938,-65.591,25,2.61,md,10,210,0.4175,0.22,pr,pr2017122005,2017-05-03T02:02:05.125Z,"27km NNE of Luquillo, Puerto Rico",earthquake,1.19,5.36,0.32,8,reviewed,pr,pr
2017-05-02T08:28:34.751Z,59.7765,-136.6818,1.5,2.4,ml,,,,0.74,ak,ak15869133,2017-05-02T08:32:42.534Z,"84km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T08:25:24.799Z,59.773,-136.6672,0,1.9,ml,,,,0.65,ak,ak15869131,2017-05-02T08:30:58.597Z,"84km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T08:21:34.106Z,59.8187,-136.5892,0,2.9,ml,,,,0.86,ak,ak15869119,2017-05-02T08:26:06.796Z,"82km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T08:18:53.921Z,59.8323,-136.7113,15,1.7,ml,,,,0.53,ak,ak15869129,2017-05-02T08:26:07.356Z,"89km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T08:14:48.630Z,59.8628,-136.8405,0,2.5,ml,,,,0.66,ak,ak15869105,2017-05-02T08:26:07.071Z,"97km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T08:09:30.058Z,59.7729,-136.7117,12.8,3.8,ml,,,,0.97,ak,ak15869091,2017-05-02T08:30:53.665Z,"86km WNW of Skagway, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-02T08:06:22.887Z,59.8243,-136.8358,0.1,1.4,ml,,,,0.81,ak,ak15869092,2017-05-02T08:11:39.400Z,"95km WNW of Skagway, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-02T08:05:04.822Z,59.846,-136.8297,0,1.7,ml,,,,0.7,ak,ak15869085,2017-05-02T08:08:52.981Z,"95km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T07:56:21.915Z,59.741,-136.5512,0,2,ml,,,,0.69,ak,ak15869084,2017-05-02T08:00:55.789Z,"76km WNW of Skagway, Alaska",earthquake,,1.2,,,automatic,ak,ak
2017-05-02T07:53:35.142Z,59.8054,-136.6844,0,2.4,ml,,,,0.75,ak,ak15869079,2017-05-02T07:58:09.665Z,"86km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T07:43:42.228Z,62.7148,-149.8787,66.6,1.5,ml,,,,0.83,ak,ak15869077,2017-05-02T07:49:30.984Z,"45km NNE of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-02T07:37:08.413Z,59.7787,-136.7035,0,1.8,ml,,,,0.24,ak,ak15869076,2017-05-02T07:40:22.637Z,"86km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T07:26:15.658Z,59.7642,-136.6982,0,2.5,ml,,,,0.8,ak,ak15869073,2017-05-02T07:30:53.730Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T07:15:03.371Z,59.8238,-136.6221,4.7,2.4,ml,,,,0.56,ak,ak15868189,2017-05-02T07:18:05.405Z,"84km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T07:09:28.502Z,59.7679,-136.702,0,1.9,ml,,,,0.58,ak,ak15868185,2017-05-02T07:14:48.102Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T07:07:42.144Z,59.8377,-136.8081,0,2.1,ml,,,,0.75,ak,ak15868183,2017-05-02T07:11:20.330Z,"94km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T07:06:30.101Z,59.8276,-136.837,0.2,1.7,ml,,,,0.92,ak,ak15868182,2017-05-02T07:09:36.624Z,"95km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T07:04:00.255Z,38.2673,-117.9077,11.6,1,ml,15,118.35,0.255,0.1531,nn,nn00587706,2017-05-02T14:09:06.184Z,"63km WNW of Tonopah, Nevada",earthquake,,3.3,0.16,7,reviewed,nn,nn
2017-05-02T07:03:48.190Z,44.6448333,-111.8865,16.67,1.1,md,7,103,0.179,0.05,mb,mb80207594,2017-05-02T14:15:06.230Z,"55km E of Lima, Montana",earthquake,0.41,1.69,0.27,3,reviewed,mb,mb
2017-05-02T07:02:54.530Z,38.7986679,-122.8013306,2.35,1.14,md,18,137,0.01041,0.02,nc,nc72795905,2017-05-02T08:28:03.114Z,"4km WNW of The Geysers, California",earthquake,0.3,0.51,0.16,5,automatic,nc,nc
2017-05-02T06:59:23.338Z,58.2582,-137.9992,0,2.3,ml,,,,0.9,ak,ak15868181,2017-05-02T07:04:15.322Z,"133km W of Gustavus, Alaska",earthquake,,1,,,automatic,ak,ak
2017-05-02T06:54:18.785Z,59.8426,-136.8129,0,1.9,ml,,,,0.96,ak,ak15868179,2017-05-02T06:58:54.096Z,"94km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T06:51:31.035Z,59.8209,-136.7166,1,1.6,ml,,,,0.83,ak,ak15868178,2017-05-02T06:54:55.247Z,"88km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T06:46:19.775Z,59.8878,-136.9353,0,2.3,ml,,,,0.85,ak,ak15868174,2017-05-02T06:51:38.217Z,"101km SSE of Haines Junction, Canada",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T06:43:50.991Z,38.4004,-118.9344,7.7,1.7,ml,19,49.47,0.144,0.2215,nn,nn00587705,2017-05-02T16:10:05.794Z,"30km WSW of Hawthorne, Nevada",earthquake,,1.6,0.4,10,reviewed,nn,nn
2017-05-02T06:42:40.492Z,59.6908,-136.7761,15.2,1.8,ml,,,,0.88,ak,ak15868170,2017-05-02T06:48:10.497Z,"86km WNW of Skagway, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-05-02T06:40:53.864Z,59.8396,-136.585,0,1.8,ml,,,,0.7,ak,ak15868168,2017-05-02T06:44:41.220Z,"83km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T06:35:11.851Z,59.907,-136.5658,0,2.9,ml,,,,1.01,ak,ak15868157,2017-05-02T06:42:57.373Z,"86km NW of Skagway, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-02T06:33:48.331Z,59.8347,-136.7916,0,1.8,ml,,,,0.86,ak,ak15868156,2017-05-02T06:38:26.805Z,"93km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T06:26:51.560Z,19.8416672,-155.5526733,18.44,1.91,md,22,204,0.08931,0.18,hv,hv61725536,2017-05-02T06:30:04.170Z,"23km SSE of Waimea, Hawaii",earthquake,0.83,2.49,0.27,4,automatic,hv,hv
2017-05-02T06:26:08.057Z,59.8951,-136.916,0,2.3,ml,,,,0.79,ak,ak15868154,2017-05-02T06:31:21.156Z,"100km SSE of Haines Junction, Canada",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T06:23:45.034Z,59.9133,-136.8382,1.8,2.4,ml,,,,0.45,ak,ak15868152,2017-05-02T06:27:53.603Z,"99km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T06:19:20.905Z,59.7905,-136.7038,0,1.8,ml,,,,0.6,ak,ak15868150,2017-05-02T06:26:09.505Z,"86km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T06:16:54.426Z,59.8635,-136.9514,4.5,2.2,ml,,,,0.94,ak,ak15868146,2017-05-02T06:21:08.795Z,"102km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T06:15:31.418Z,59.7733,-136.6373,0.8,2,ml,,,,0.75,ak,ak15868144,2017-05-02T06:19:24.733Z,"82km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T06:12:26.931Z,59.8933,-136.71,0,2.3,ml,,,,0.83,ak,ak15868139,2017-05-02T06:17:40.837Z,"92km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T06:04:19.555Z,59.7999,-136.6977,3.3,3.6,ml,,,,0.58,ak,ak15868123,2017-05-02T18:55:36.035Z,"86km WNW of Skagway, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-05-02T06:01:16.546Z,59.865,-136.7228,4,1.6,ml,,,,0.79,ak,ak15868121,2017-05-02T06:06:26.428Z,"91km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T05:58:43.899Z,59.7761,-136.6922,0,2.2,ml,,,,0.74,ak,ak15868118,2017-05-02T06:03:40.519Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T05:49:30.356Z,62.2048,-150.9677,68.6,1.2,ml,,,,0.25,ak,ak15868102,2017-05-02T05:55:33.566Z,"46km WSW of Talkeetna, Alaska",earthquake,,1.2,,,automatic,ak,ak
2017-05-02T05:48:35.863Z,59.7629,-136.6942,0,1.8,ml,,,,0.81,ak,ak15868098,2017-05-02T05:52:47.838Z,"84km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T05:47:31.848Z,59.9001,-136.706,0,1.7,ml,,,,0.79,ak,ak15868099,2017-05-02T05:51:04.178Z,"92km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T05:46:49.742Z,63.3119,-150.6551,0,1.5,ml,,,,0.45,ak,ak15868095,2017-05-02T05:51:03.636Z,"85km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T05:41:46.841Z,59.7569,-136.521,7.8,3.5,ml,,,,0.9,ak,ak15867228,2017-05-02T18:49:46.367Z,"75km WNW of Skagway, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-02T05:36:31.540Z,59.8338,-136.6462,0,1.8,ml,,,,0.85,ak,ak15867227,2017-05-02T05:40:30.961Z,"85km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T05:28:41.840Z,34.0263333,-118.5193333,9.56,3.06,ml,140,58,0.01868,0.25,ci,ci37637991,2017-05-03T01:45:05.907Z,"2km WNW of Santa Monica, California",earthquake,0.19,0.33,0.253,233,reviewed,ci,ci
2017-05-02T05:23:05.432Z,59.8982,-136.7017,0,2.3,ml,,,,0.72,ak,ak15867222,2017-05-02T05:28:47.881Z,"92km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T05:19:44.943Z,59.7942,-136.7043,0,2,ml,,,,0.55,ak,ak15867220,2017-05-02T05:34:39.455Z,"86km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T05:18:45.902Z,59.8719,-136.6965,0,1.6,ml,,,,0.54,ak,ak15867217,2017-05-02T05:21:53.727Z,"90km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T05:16:07.011Z,61.4518,-140.9976,6.8,1.5,ml,,,,0.26,ak,ak15867216,2017-05-02T05:21:53.477Z,"173km NNE of Cape Yakataga, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-05-02T05:08:46.600Z,38.0444984,-122.1784973,7.74,1.27,md,9,160,0.06277,0.01,nc,nc72795895,2017-05-02T07:47:03.035Z,"1km WSW of Benicia, California",earthquake,0.52,0.84,0.12,9,automatic,nc,nc
2017-05-02T05:08:44.378Z,59.788,-136.6184,0.2,1.9,ml,,,,0.61,ak,ak15867213,2017-05-02T05:12:24.903Z,"82km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T05:05:31.215Z,59.78,-136.6873,0,1.8,ml,,,,0.83,ak,ak15867212,2017-05-02T05:10:41.346Z,"85km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T05:02:43.632Z,59.7749,-136.6679,0.1,2,ml,,,,0.74,ak,ak15867208,2017-05-02T05:07:55.332Z,"84km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T04:56:58.306Z,59.8898,-136.7048,0,2.3,ml,,,,0.86,ak,ak15867197,2017-05-02T05:01:21.620Z,"91km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T04:56:53.015Z,67.3472,-144.1617,6.3,2.5,ml,,,,0.66,ak,ak15867196,2017-05-02T05:01:21.232Z,"99km NNE of Fort Yukon, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T04:54:38.983Z,63.5771,-150.8926,0,1.4,ml,,,,0.63,ak,ak15867184,2017-05-02T05:07:55.054Z,"98km WNW of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T04:45:38.969Z,59.9017,-136.711,0,2.3,ml,,,,0.76,ak,ak15867180,2017-05-02T12:48:17.079Z,"92km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T04:35:19.426Z,59.7706,-136.6949,0,2.4,ml,,,,0.65,ak,ak15866319,2017-05-02T04:40:19.645Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T04:34:18.960Z,59.8103,-136.8266,0,1.8,ml,,,,0.67,ak,ak15866317,2017-05-02T04:36:52.688Z,"93km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T04:19:18.618Z,59.8624,-136.8414,0,1.6,ml,,,,0.58,ak,ak15866316,2017-05-02T04:22:45.928Z,"97km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T04:12:39.068Z,39.4452,-117.4214,4.9,1.5,ml,10,154.21,0.556,0.2094,nn,nn00587702,2017-05-02T04:53:11.010Z,"30km W of Austin, Nevada",earthquake,,2.3,0.31,6,reviewed,nn,nn
2017-05-02T04:11:36.748Z,63.0875,-151.4156,0.1,1.5,ml,,,,0.78,ak,ak15866314,2017-05-02T04:15:21.634Z,"108km NW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T04:08:55.596Z,59.7635,-136.6773,0,1.8,ml,,,,0.95,ak,ak15866312,2017-05-02T04:11:54.279Z,"84km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T04:08:39.548Z,59.5695,-152.6735,76.6,2.1,ml,,,,0.45,ak,ak15866308,2017-05-02T04:13:38.048Z,"52km WSW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T04:06:45.000Z,38.855835,-122.7910004,28.03,1.6,md,7,211,0.03565,0.06,nc,nc72795875,2017-05-02T07:20:03.721Z,"6km WNW of Cobb, California",earthquake,3.77,5.88,0.36,2,automatic,nc,nc
2017-05-02T04:00:40.875Z,59.9078,-136.936,2.7,1.9,ml,,,,0.75,ak,ak15866305,2017-05-02T04:07:04.765Z,"99km SSE of Haines Junction, Canada",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T03:57:10.090Z,33.9455,-116.9708333,13.76,1.06,ml,39,66,0.02538,0.2,ci,ci37637975,2017-05-02T13:43:11.470Z,"1km NNE of Beaumont, California",earthquake,0.27,0.62,0.124,28,reviewed,ci,ci
2017-05-02T03:53:34.250Z,18.9548,-64.7946,29,2.97,md,5,300,0.8106,0.23,pr,pr2017122004,2017-05-03T02:03:36.902Z,"62km NNW of Road Town, British Virgin Islands",earthquake,3.62,16.45,0.13,3,reviewed,pr,pr
2017-05-02T03:51:39.614Z,59.7756,-136.7976,4.1,2.3,ml,,,,0.76,ak,ak15866291,2017-05-02T03:55:42.777Z,"90km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T03:49:18.112Z,59.775,-136.6676,0,1.5,ml,,,,0.96,ak,ak15866289,2017-05-02T03:52:15.812Z,"84km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T03:45:56.709Z,59.6758,-136.7062,15.1,2.1,ml,,,,0.58,ak,ak15866286,2017-05-02T04:00:32.183Z,"82km WNW of Skagway, Alaska",earthquake,,2.3,,,automatic,ak,ak
2017-05-02T03:43:57.136Z,59.7956,-136.5707,0,2.3,ml,,,,0.97,ak,ak15866284,2017-05-02T03:48:17.979Z,"80km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T03:43:28.980Z,38.8129997,-122.7854996,1.16,1.38,md,20,91,0.02127,0.02,nc,nc72795870,2017-05-02T06:55:02.671Z,"4km NNW of The Geysers, California",earthquake,0.21,0.48,0.17,5,automatic,nc,nc
2017-05-02T03:37:30.522Z,59.8743,-136.5495,0,3.5,ml,,,,0.98,ak,ak15866270,2017-05-02T03:44:19.685Z,"83km NW of Skagway, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-05-02T03:32:34.823Z,59.8396,-136.8027,0,1.7,ml,,,,0.58,ak,ak15865540,2017-05-02T03:37:23.484Z,"94km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T03:30:43.512Z,61.8088,-149.7275,34.7,2,ml,,,,0.79,ak,ak15865535,2017-05-02T03:39:08.049Z,"17km ENE of Willow, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T03:26:13.363Z,59.7688,-136.7017,0,1.7,ml,,,,0.69,ak,ak15865534,2017-05-02T03:29:38.430Z,"85km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T03:24:03.100Z,19.4195004,-155.2460022,41.52,2.39,ml,51,57,0.008478,0.16,hv,hv61725131,2017-05-02T03:29:43.820Z,"1km SW of Volcano, Hawaii",earthquake,0.45,0.42,0.34,15,automatic,hv,hv
2017-05-02T03:23:23.780Z,19.306,-155.2136667,7.93,1.11,md,26,99,0.02673,0.07,hv,hv61725126,2017-05-02T22:22:12.330Z,"14km S of Volcano, Hawaii",earthquake,0.41,0.66,0.266,11,reviewed,hv,hv
2017-05-02T03:23:03.013Z,59.7465,-136.693,0,1.9,ml,,,,0.8,ak,ak15865532,2017-05-02T03:27:24.241Z,"84km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T03:19:04.040Z,33.193,-116.1741667,6.53,1.3,ml,57,43,0.06693,0.2,ci,ci37637967,2017-05-02T15:38:12.366Z,"19km ESE of Borrego Springs, California",earthquake,0.18,0.56,0.11,37,reviewed,ci,ci
2017-05-02T03:14:10.867Z,59.5385,-153.1074,98.7,1.6,ml,,,,0.94,ak,ak15865399,2017-05-02T03:21:02.484Z,"76km WSW of Anchor Point, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-05-02T03:10:40.738Z,59.7612,-136.7123,0,2.5,ml,,,,0.76,ak,ak15865395,2017-05-02T03:15:11.422Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T03:01:59.282Z,59.8828,-136.699,0,2,ml,,,,0.73,ak,ak15865393,2017-05-02T03:06:04.462Z,"91km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T02:47:34.468Z,59.76,-136.7008,1,2.8,ml,,,,0.75,ak,ak15865389,2017-05-02T02:54:02.365Z,"85km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T02:41:53.197Z,60.4109,-151.8342,74.2,1.9,ml,,,,0.43,ak,ak15865378,2017-05-02T02:50:04.418Z,"29km W of Kalifornsky, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-05-02T02:36:04.425Z,59.8909,-136.7146,0,2.8,ml,,,,0.68,ak,ak15865375,2017-05-02T02:42:19.745Z,"92km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T02:30:12.892Z,59.7545,-136.6909,0,1.9,ml,,,,0.64,ak,ak15864692,2017-05-02T02:34:45.869Z,"84km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T02:19:39.187Z,59.8385,-136.8316,0,1.6,ml,,,,0.61,ak,ak15864642,2017-05-02T02:24:05.809Z,"95km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T02:19:14.504Z,61.6314,-149.9505,37.8,1.8,ml,,,,0.69,ak,ak15864639,2017-05-02T02:24:05.534Z,"7km W of Houston, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T02:15:32.391Z,59.81,-136.6169,0,3,ml,,,,0.66,ak,ak15864637,2017-05-02T02:20:39.057Z,"83km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T02:14:43.622Z,59.7654,-136.6922,0,2.6,ml,,,,0.71,ak,ak15864504,2017-05-02T02:18:55.301Z,"84km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T02:14:07.587Z,51.6197,-178.5193,4.9,2.8,ml,,,,0.57,ak,ak15864505,2017-05-02T17:35:13.842Z,"39km SW of Tanaga Volcano, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2017-05-02T02:10:05.115Z,62.1964,-150.0676,16.5,1.6,ml,,,,0.66,ak,ak15864501,2017-05-02T02:17:11.836Z,"11km WNW of Y, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T02:08:06.359Z,59.8435,-136.6358,0.9,2,ml,,,,0.45,ak,ak15864499,2017-05-02T02:12:01.680Z,"86km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
